sths,prez,year
0.428672616518,0.468604908247,2000
0.420780734123,0.44472249197,2000
0.533521524347,0.491897678196,2000
0.609720885467,0.5998109343,2000
0.708410006465,0.593364791988,2000
0.633318802674,0.483493640559,2000
0.634765082013,0.551035476952,2000
0.415105789069,0.502840791274,2000
0.340033306224,0.440843802591,2000
0.49186963005,0.479004953057,2000
0.517688338493,0.499527740134,2000
0.358914185639,0.481199816066,2000
0.304667387979,0.368256651477,2000
0.397835540949,0.441978654921,2000
0.451650469842,0.475402356064,2000
0.432200269972,0.47621379029,2000
0.423312645462,0.491341736365,2000
0.262739633159,0.33688643733,2000
0.417257226302,0.426791005752,2000
0.449092313635,0.525823754789,2000
0.316137566138,0.390514830425,2000
0.661264243917,0.610518972133,2000
0.675283088918,0.595300505523,2000
0.662739469995,0.58111045248,2000
0.419925206666,0.539083646927,2000
0.47057990846,0.510811450201,2000
0.360153583618,0.561457197954,2000
0.464599526867,0.459780894326,2000
0.338453811059,0.518754988029,2000
0.288060488834,0.383161286081,2000
0.384813232035,0.404244306418,2000
0.346658590753,0.477278350515,2000
0.535332172182,0.534813874788,2000
0.300648448356,0.434291434291,2000
0.498003826,0.480613086709,2000
0.703745378557,0.574236517219,2000
0.685434567085,0.513894666778,2000
0.596328125,0.634779473621,2000
0.61614269425,0.532101598036,2000
0.620358593526,0.478294047821,2000
0.683686802694,0.6844997935,2000
0.809607235984,0.795999513125,2000
0.426491092177,0.591765827261,2000
0.374942209894,0.552359365341,2000
0.676924103865,0.63631845741,2000
0.376398918512,0.422815001827,2000
0.238814842626,0.339721783501,2000
0.622674973851,0.515018040392,2000
0.434943563314,0.466181571407,2000
0.648384737816,0.427304347826,2000
0.495904623225,0.538345589915,2000
0.273144484887,0.451788675669,2000
0.501225859177,0.51631461446,2000
0.372927986794,0.530171056774,2000
0.320489318198,0.50659668038,2000
0.544610766618,0.575902356767,2000
0.408127441085,0.544654310612,2000
0.709868717026,0.506803957198,2000
0.615359730849,0.528940478819,2004
0.625145335135,0.577844401139,2004
0.617457319029,0.566778156771,2004
0.486928886307,0.553749379242,2004
0.430481197705,0.483914999224,2004
0.386839304718,0.45055904375,2004
0.345766280644,0.411290790008,2004
0.535949433763,0.527691811734,2004
0.523284714501,0.497025269872,2004
0.610927694001,0.524493681842,2004
0.67583535109,0.664325671896,2004
0.543989848497,0.600216482532,2004
0.722168184632,0.707041535717,2004
0.573083941606,0.549010777868,2004
0.567043676199,0.537274346171,2004
0.56774069072,0.522216245293,2004
0.598452544704,0.519289712154,2004
0.676941962763,0.649814963797,2004
0.695015735929,0.602157044209,2004
0.691918810835,0.594303503059,2004
0.524313754427,0.496781039972,2004
0.555014605648,0.452106632429,2004
0.267454595236,0.379380841121,2004
0.41593787696,0.433891046347,2004
0.415700542674,0.441379310345,2004
0.523210412148,0.501241318626,2004
0.252140704717,0.306244313012,2004
0.560013511485,0.485173824131,2004
0.67674939676,0.528893486481,2004
0.573172437915,0.444768131161,2004
0.664692395873,0.593349358974,2004
0.566948390577,0.637553670541,2004
0.538679860392,0.49094297672,2004
0.696063145586,0.69391075787,2004
0.655083749633,0.595096738143,2004
0.561319373261,0.517933664001,2004
0.541792646055,0.453795803119,2004
0.369563704683,0.511146933736,2004
0.392486124947,0.493236681465,2004
0.362828451346,0.37037500391,2004
0.465746202261,0.432492889784,2004
0.406533134308,0.503871188763,2004
0.166320301338,0.162967850288,2004
0.401061802341,0.397900886694,2004
0.510238370261,0.441292199848,2004
0.426846668862,0.504914360049,2004
0.666755398795,0.556092622228,2004
0.542693091313,0.538916687973,2004
0.542877158281,0.473832543939,2004
0.638396299152,0.562623846942,2004
0.524694304704,0.523909113466,2004
0.351116317041,0.447602131439,2004
0.576044891641,0.509654989986,2004
0.523016801034,0.458488708571,2004
0.579858657244,0.528080628803,2004
0.543424982768,0.461769950959,2004
0.513727390181,0.431059320677,2008
0.478481837433,0.470882606063,2008
0.583032277169,0.469306533814,2008
0.52770208901,0.462403139446,2008
0.355327923374,0.452554509096,2008
0.550371114891,0.493794128577,2008
0.389670669712,0.465604609191,2008
0.623863526842,0.555774955951,2008
0.394553612873,0.462969813554,2008
0.525030974785,0.482647269881,2008
0.328250352134,0.353055652376,2008
0.578728383825,0.459550279505,2008
0.620180823078,0.625475782317,2008
0.345301725897,0.397079472058,2008
0.659867414584,0.513736349211,2008
0.446102427332,0.516573280227,2008
0.555405064886,0.467491523407,2008
0.547921237537,0.485048010974,2008
0.667422547728,0.602857984679,2008
0.55613322502,0.511686205117,2008
0.503210669301,0.477740458015,2008
0.567453160084,0.455912957757,2008
0.517939975419,0.457495429616,2008
0.406926551782,0.439115601627,2008
0.66344110628,0.581096143435,2008
0.600955569768,0.525514372725,2008
0.58315531292,0.48169003439,2008
0.628342951982,0.534298277757,2008
0.414977973568,0.407136653156,2008
0.487919957168,0.383773808739,2008
0.395981487753,0.368985909323,2008
0.337090315883,0.345174473436,2008
0.500372059918,0.409899600232,2008
0.459622729753,0.377835984746,2008
0.562409600876,0.433330806549,2008
0.431333165955,0.347741844571,2008
0.579556782455,0.495296417899,2008
0.638559382593,0.557712830046,2008
0.336915408816,0.387084540063,2008
0.539337317498,0.404332807689,2008
0.59720916987,0.524267100977,2008
0.429053928664,0.392857142857,2008
0.703319940791,0.615019371377,2008
0.615356456484,0.576982614908,2008
0.377969539657,0.408932051885,2008
0.599463643153,0.519150762729,2008
0.495555846023,0.39540437617,2008
0.594754930038,0.465556148197,2008
0.303555476148,0.424277701344,2008
0.312892338846,0.353702579181,2008
0.377184573409,0.420585464821,2008
0.375937770095,0.384503566478,2008
0.332396258334,0.314264260741,2008
0.561250324591,0.348641531248,2008
0.730068203198,0.647151764805,2008
0.358514095684,0.421466945232,2008
0.559226171348,0.47733538501,2008
0.504530896024,0.465914855426,2008
0.440760107129,0.375445560596,2008
0.535710411167,0.470596418014,2008
0.537401347449,0.42784791271,2008
0.446186440678,0.407824301533,2008
0.467347985637,0.440474795986,2008
0.405740358233,0.394729709381,2008
0.540658468862,0.440671822136,2008
0.517318704201,0.38264097299,2008
0.546787838487,0.531798245614,2008
0.719185169855,0.650644881515,2008
